X	Y	ID	NOME	ESTADO	MUNICÍPIO	BACIA	SUB-BACIA	RESPONSÁVEL	OPERADORA	ALTITUDE	ESTAÇÃO PLUVIOMÉTRICA	REGISTRADOR DE CHUVA	ESTAÇÃO CLIMATOLÓGICA	INÍCIO - PERÍODO PLUVIOMÉTRICO	FIM - PERÍODO PLUVIOMÉTRICO	INÍCIO - PERÍODO REGISTRADOR DE CHUVA	FIM - PERÍODO REGISTRADOR DE CHUVA	INÍCIO - PERÍODO CLIMATOLÓGICO	FIM - PERÍODO CLIMATOLÓGICO
-42,3053	-22,4603	2242007	QUARTEIS	RIO DE JANEIRO	SILVA JARDIM	ATLÂNTICO, TRECHO LESTE	RIOS MACAÉ, SÃO JOÃO E OUTROS	AGÊNCIA NACIONAL DE ÁGUAS	CIA DE PESQUISA DE RECURSOS MINERAIS	58	SIM	NÃO	NÃO	01/05/1967	--	--	--	--	--
-42,5461	-22,5489	2242008	GAVIÕES	RIO DE JANEIRO	SILVA JARDIM	ATLÂNTICO, TRECHO LESTE	RIOS MACAÉ, SÃO JOÃO E OUTROS	AGÊNCIA NACIONAL DE ÁGUAS	CIA DE PESQUISA DE RECURSOS MINERAIS	1620	SIM	NÃO	NÃO	01/05/1967	--	--	--	--	--
-42,6242	-22,3494	2242009	SÃO LOURENÇO	RIO DE JANEIRO	NOVA FRIBURGO	ATLÂNTICO, TRECHO LESTE	RIO PARAÍBA DO SUL	AGÊNCIA NACIONAL DE ÁGUAS	CIA DE PESQUISA DE RECURSOS MINERAIS	1130	SIM	NÃO	NÃO	01/07/2003	--	--	--	--	--
-42,7319	-22,9061	2242010	MANUEL RIBEIRO	RIO DE JANEIRO	MARICÁ	ATLÂNTICO, TRECHO LESTE	RIOS MACAÉ, SÃO JOÃO E OUTROS	AGÊNCIA NACIONAL DE ÁGUAS	CIA DE PESQUISA DE RECURSOS MINERAIS	--	SIM	NÃO	NÃO	01/06/1967	--	--	--	--	--
-42,9489	-22,6803	2242011	ESTAÇÃO DE BOMB. DE IMUNANA	RIO DE JANEIRO	MAGÉ	ATLÂNTICO, TRECHO LESTE	RIOS MACAÉ, SÃO JOÃO E OUTROS	AGÊNCIA NACIONAL DE ÁGUAS	CIA DE PESQUISA DE RECURSOS MINERAIS	10	SIM	NÃO	NÃO	01/07/1967	--	--	--	--	--
-42,9086	-22,4958	2242012	REPRESA DO PARAÍSO	RIO DE JANEIRO	MAGÉ	ATLÂNTICO, TRECHO LESTE	RIOS MACAÉ, SÃO JOÃO E OUTROS	AGÊNCIA NACIONAL DE ÁGUAS	CIA DE PESQUISA DE RECURSOS MINERAIS	44	SIM	NÃO	NÃO	01/07/1967	--	--	--	--	--
-42,7636	-22,4397	2242013	FAZENDA DO CARMO	RIO DE JANEIRO	CACHOEIRAS DE MACACU	ATLÂNTICO, TRECHO LESTE	RIOS MACAÉ, SÃO JOÃO E OUTROS	AGÊNCIA NACIONAL DE ÁGUAS	CIA DE PESQUISA DE RECURSOS MINERAIS	51	SIM	NÃO	NÃO	01/07/1967	--	--	--	--	--
-42,69	-22,5564	2242014	JAPUIBA	RIO DE JANEIRO	CACHOEIRAS DE MACACU	ATLÂNTICO, TRECHO LESTE	RIOS MACAÉ, SÃO JOÃO E OUTROS	AGÊNCIA NACIONAL DE ÁGUAS	CIA DE PESQUISA DE RECURSOS MINERAIS	27	SIM	NÃO	NÃO	01/07/1967	--	--	--	--	--
-42,6219	-22,4411	2242016	FAZENDA SÃO JOAQUIM	RIO DE JANEIRO	CACHOEIRAS DE MACACU	ATLÂNTICO, TRECHO LESTE	RIOS MACAÉ, SÃO JOÃO E OUTROS	AGÊNCIA NACIONAL DE ÁGUAS	CIA DE PESQUISA DE RECURSOS MINERAIS	275	SIM	NÃO	NÃO	01/08/1967	--	--	--	--	--
-42,16	-22,0678	2242017	VISCONDE DE IMBE	RIO DE JANEIRO	TRAJANO DE MORAIS	ATLÂNTICO, TRECHO LESTE	RIO PARAÍBA DO SUL	AGÊNCIA NACIONAL DE ÁGUAS	CIA DE PESQUISA DE RECURSOS MINERAIS	334	SIM	NÃO	NÃO	01/12/1965	--	--	--	--	--
-42,2858	-22,2356	2242018	BARRA ALEGRE	RIO DE JANEIRO	BOM JARDIM	ATLÂNTICO, TRECHO LESTE	RIO PARAÍBA DO SUL	AGÊNCIA NACIONAL DE ÁGUAS	CIA DE PESQUISA DE RECURSOS MINERAIS	650	SIM	NÃO	NÃO	01/11/1965	--	--	--	--	--
-42,4011	-22,2994	2242019	VARGEM ALTA	RIO DE JANEIRO	BOM JARDIM	ATLÂNTICO, TRECHO LESTE	RIO PARAÍBA DO SUL	AGÊNCIA NACIONAL DE ÁGUAS	CIA DE PESQUISA DE RECURSOS MINERAIS	1100	SIM	SIM	NÃO	01/12/1965	--	01/01/1986	--	--	--
-42,5039	-22,2761	2242020	VARGEM GRANDE	RIO DE JANEIRO	NOVA FRIBURGO	ATLÂNTICO, TRECHO LESTE	RIO PARAÍBA DO SUL	AGÊNCIA NACIONAL DE ÁGUAS	CIA DE PESQUISA DE RECURSOS MINERAIS	680	SIM	NÃO	NÃO	01/12/1965	--	--	--	--	--
-42,4164	-22,1569	2242021	BOM JARDIM	RIO DE JANEIRO	BOM JARDIM	ATLÂNTICO, TRECHO LESTE	RIO PARAÍBA DO SUL	AGÊNCIA NACIONAL DE ÁGUAS	CIA DE PESQUISA DE RECURSOS MINERAIS	530	SIM	NÃO	NÃO	01/01/1941	--	--	--	--	--
-42,66	-22,2858	2242022	FAZENDA MENDES	RIO DE JANEIRO	NOVA FRIBURGO	ATLÂNTICO, TRECHO LESTE	RIO PARAÍBA DO SUL	AGÊNCIA NACIONAL DE ÁGUAS	CIA DE PESQUISA DE RECURSOS MINERAIS	1010	SIM	NÃO	NÃO	01/06/1949	--	--	--	--	--
-42,5517	-22,3772	2242024	TEODORO DE OLIVEIRA	RIO DE JANEIRO	NOVA FRIBURGO	ATLÂNTICO, TRECHO LESTE	RIO PARAÍBA DO SUL	AGÊNCIA NACIONAL DE ÁGUAS	CIA DE PESQUISA DE RECURSOS MINERAIS	1105	SIM	NÃO	NÃO	01/12/1965	--	--	--	--	--
-42,5572	-22,3425	2242025	CASCATINHA DO CONEGO	RIO DE JANEIRO	NOVA FRIBURGO	ATLÂNTICO, TRECHO LESTE	RIO PARAÍBA DO SUL	AGÊNCIA NACIONAL DE ÁGUAS	CIA DE PESQUISA DE RECURSOS MINERAIS	1210	SIM	NÃO	NÃO	01/08/1967	--	--	--	--	--
-42,7947	-22,2714	2242026	BOM SUCESSO	RIO DE JANEIRO	TERESÓPOLIS	ATLÂNTICO, TRECHO LESTE	RIO PARAÍBA DO SUL	AGÊNCIA NACIONAL DE ÁGUAS	CIA DE PESQUISA DE RECURSOS MINERAIS	870	SIM	NÃO	NÃO	01/11/1965	--	--	--	--	--
-42,9	-22,2011	2242027	FAZENDA SOBRADINHO	RIO DE JANEIRO	TERESÓPOLIS	ATLÂNTICO, TRECHO LESTE	RIO PARAÍBA DO SUL	AGÊNCIA NACIONAL DE ÁGUAS	CIA DE PESQUISA DE RECURSOS MINERAIS	650	SIM	NÃO	NÃO	01/05/1936	--	--	--	--	--
-42,9908	-22,0353	2242028	ANTA	RIO DE JANEIRO	SAPUCAIA	ATLÂNTICO, TRECHO LESTE	RIO PARAÍBA DO SUL	AGÊNCIA NACIONAL DE ÁGUAS	CIA DE PESQUISA DE RECURSOS MINERAIS	230	SIM	NÃO	NÃO	01/01/1944	--	--	--	--	--
-42,6783	-22,0503	2242029	SUMIDOURO	RIO DE JANEIRO	SUMIDOURO	ATLÂNTICO, TRECHO LESTE	RIO PARAÍBA DO SUL	AGÊNCIA NACIONAL DE ÁGUAS	CIA DE PESQUISA DE RECURSOS MINERAIS	346	SIM	NÃO	NÃO	01/10/1951	--	--	--	--	--
-42,76777778	-22,45777778	2242030	DUAS BARRAS	RIO DE JANEIRO	CACHOEIRAS DE MACACU	ATLÂNTICO, TRECHO LESTE	RIO PARAÍBA DO SUL	INSTITUTO ESTADUAL DO AMBIENTE	CIA DE PESQUISA DE RECURSOS MINERAIS	23,18	SIM	NÃO	NÃO	01/11/1965	--	--	--	--	--
-42,3597	-22,135	2242033	PONTE BERSOT	RIO DE JANEIRO	BOM JARDIM	ATLÂNTICO, TRECHO LESTE	RIO PARAÍBA DO SUL	AGÊNCIA NACIONAL DE ÁGUAS	CIA DE PESQUISA DE RECURSOS MINERAIS	575	SIM	NÃO	NÃO	01/06/2003	--	--	--	--	--
-42,03333333	-22,88333333	2242067	CABO FRIO (ALCALIS)	RIO DE JANEIRO	CABO FRIO	ATLÂNTICO, TRECHO LESTE	RIOS MACAÉ, SÃO JOÃO E OUTROS	INSTITUTO NACIONAL DE METEOROLOGIA	INSTITUTO NACIONAL DE METEOROLOGIA	7,43	SIM	SIM	SIM	01/01/1966	--	01/12/1978	--	01/01/1966	--
-42,5333	-22,2833	2242069	NOVA FRIBURGO (GINÁSIO)	RIO DE JANEIRO	NOVA FRIBURGO	ATLÂNTICO, TRECHO LESTE	RIO PARAÍBA DO SUL	INSTITUTO NACIONAL DE METEOROLOGIA	INSTITUTO NACIONAL DE METEOROLOGIA	--	SIM	SIM	SIM	01/03/1952	--	01/03/1952	--	01/03/1952	--
-42,5333	-22,2833	2242070	NOVA FRIBURGO	RIO DE JANEIRO	NOVA FRIBURGO	ATLÂNTICO, TRECHO LESTE	RIO PARAÍBA DO SUL	INSTITUTO NACIONAL DE METEOROLOGIA	INSTITUTO NACIONAL DE METEOROLOGIA	857	SIM	SIM	SIM	01/04/1912	--	01/04/1912	--	01/04/1912	--
-42,9333	-22,45	2242072	TERESÓPOLIS	RIO DE JANEIRO	TERESÓPOLIS	ATLÂNTICO, TRECHO LESTE	RIO PARAÍBA DO SUL	INSTITUTO NACIONAL DE METEOROLOGIA	INSTITUTO NACIONAL DE METEOROLOGIA	874	SIM	NÃO	NÃO	01/07/1913	--	--	--	--	--
-42,3833	-22,0333	2242074	CORDEIRO	RIO DE JANEIRO	CORDEIRO	ATLÂNTICO, TRECHO LESTE	RIO PARAÍBA DO SUL	INSTITUTO NACIONAL DE METEOROLOGIA	INSTITUTO NACIONAL DE METEOROLOGIA	485	SIM	SIM	SIM	01/07/1971	--	01/07/1971	--	01/07/1971	--
-42,69361111	-22,56138889	2242090	JAPUIBA (P-37R)	RIO DE JANEIRO	CACHOEIRAS DE MACACU	ATLÂNTICO, TRECHO LESTE	RIOS MACAÉ, SÃO JOÃO E OUTROS	INSTITUTO ESTADUAL DO AMBIENTE	INSTITUTO ESTADUAL DO AMBIENTE	20	SIM	SIM	NÃO	01/05/1976	--	01/05/1976	--	--	--
-42,70416667	-22,70805556	2242091	TANGUÁ (P-41R)	RIO DE JANEIRO	RIO BONITO	ATLÂNTICO, TRECHO LESTE	RIOS MACAÉ, SÃO JOÃO E OUTROS	INSTITUTO ESTADUAL DO AMBIENTE	INSTITUTO ESTADUAL DO AMBIENTE	40	SIM	SIM	NÃO	01/06/1976	--	01/06/1976	--	--	--
-42,8306	-22,5203	2242093	QUIZANGA (P-43R)	RIO DE JANEIRO	MAGÉ	ATLÂNTICO, TRECHO LESTE	RIOS MACAÉ, SÃO JOÃO E OUTROS	INSTITUTO ESTADUAL DO AMBIENTE	INSTITUTO ESTADUAL DO AMBIENTE	10	SIM	SIM	NÃO	01/08/1976	--	01/08/1976	--	--	--
-42,94083333	-22,58416667	2242094	ESCOLA UNIÃO 	RIO DE JANEIRO	MAGÉ	ATLÂNTICO, TRECHO LESTE	RIOS MACAÉ, SÃO JOÃO E OUTROS	INSTITUTO ESTADUAL DO AMBIENTE	INSTITUTO ESTADUAL DO AMBIENTE	10	SIM	SIM	SIM	01/08/1976	--	01/08/1976	--	01/08/1976	--
-42,65777778	-22,47944444	2242095	CACHOEIRAS DE MACACU 	RIO DE JANEIRO	CACHOEIRAS DE MACACU	ATLÂNTICO, TRECHO LESTE	RIOS MACAÉ, SÃO JOÃO E OUTROS	INSTITUTO ESTADUAL DO AMBIENTE	INSTITUTO ESTADUAL DO AMBIENTE	40	SIM	SIM	NÃO	01/07/1976	--	01/07/1976	--	--	--
-42,55194444	-22,85305556	2242101	RIO MOLE	RIO DE JANEIRO	SAQUAREMA	ATLÂNTICO, TRECHO LESTE	RIOS MACAÉ, SÃO JOÃO E OUTROS	INSTITUTO ESTADUAL DO AMBIENTE	INSTITUTO ESTADUAL DO AMBIENTE	10	SIM	SIM	NÃO	01/12/1978	--	01/12/1978	--	--	--
-42,5667	-22,3589	2242107	TORRE	RIO DE JANEIRO	NOVA FRIBURGO	ATLÂNTICO, TRECHO LESTE	RIO PARAÍBA DO SUL	INSTITUTO ESTADUAL DO AMBIENTE	INFOPER	830	SIM	SIM	NÃO	01/06/1982	--	01/06/1982	--	--	--
-42,5797	-22,2728	2242108	VENDA DAS PEDRAS	RIO DE JANEIRO	NOVA FRIBURGO	ATLÂNTICO, TRECHO LESTE	RIO PARAÍBA DO SUL	INSTITUTO ESTADUAL DO AMBIENTE	INSTITUTO ESTADUAL DO AMBIENTE	--	SIM	SIM	NÃO	01/07/1993	--	01/07/1993	--	--	--
-42,81666667	-22,91666667	2242110	MARICÁ 	RIO DE JANEIRO	MARICÁ	ATLÂNTICO, TRECHO LESTE	RIOS MACAÉ, SÃO JOÃO E OUTROS	INSTITUTO NACIONAL DE METEOROLOGIA	INSTITUTO NACIONAL DE METEOROLOGIA	4	SIM	SIM	SIM	01/11/1986	--	01/11/1986	--	01/11/1986	--
-42,16666667	-22,85	2242112	IGUABA GRANDE (CEPS) 	RIO DE JANEIRO	SÃO PEDRO DA ALDEIA	ATLÂNTICO, TRECHO LESTE	RIOS MACAÉ, SÃO JOÃO E OUTROS	INSTITUTO NACIONAL DE METEOROLOGIA	INSTITUTO NACIONAL DE METEOROLOGIA	6	SIM	SIM	SIM	01/01/1970	--	01/01/1970	--	01/01/1970	--
-42,6333	-22,7167	2242113	RIO BONITO	RIO DE JANEIRO	RIO BONITO	ATLÂNTICO, TRECHO LESTE	RIOS ITAPEMIRIM, ITABAPOANA E .	INSTITUTO NACIONAL DE METEOROLOGIA	INSTITUTO NACIONAL DE METEOROLOGIA	--	SIM	SIM	SIM	01/06/1995	--	01/06/1995	--	01/06/1995	--
-42,1081	-22,1789	2242114	PCH MACABU BARRAMENTO	RIO DE JANEIRO	TRAJANO DE MORAIS	ATLÂNTICO, TRECHO LESTE	RIOS MACAÉ, SÃO JOÃO E OUTROS	QUANTA GERAÇÃO S.A.	QUANTA GERAÇÃO S.A.	672	SIM	NÃO	NÃO	01/09/2013	--	--	--	--	--
-42,65722222	-22,47944444	2242115	CACHOEIRAS DE MACACU	RIO DE JANEIRO	CACHOEIRAS DE MACACU	ATLÂNTICO, TRECHO LESTE	RIO PARAÍBA DO SUL	INSTITUTO ESTADUAL DO AMBIENTE	CIA DE PESQUISA DE RECURSOS MINERAIS	42,9	SIM	SIM	NÃO	01/10/2008	--	01/10/2008	--	--	--
-42,04694444	-22,86722222	2242116	PONTE RJ-10	RIO DE JANEIRO	SÃO PEDRO DA ALDEIA	ATLÂNTICO, TRECHO LESTE	RIOS MACAÉ, SÃO JOÃO E OUTROS	INSTITUTO ESTADUAL DO AMBIENTE	CIA DE PESQUISA DE RECURSOS MINERAIS	5,17	SIM	NÃO	NÃO	01/03/1977	--	--	--	--	--
-42,93166667	-22,65694444	2242117	BARRAGEM DA CEDAE	RIO DE JANEIRO	ITABORAÍ	ATLÂNTICO, TRECHO LESTE	RIOS MACAÉ, SÃO JOÃO E OUTROS	INSTITUTO ESTADUAL DO AMBIENTE	CIA DE PESQUISA DE RECURSOS MINERAIS	10,72	SIM	NÃO	NÃO	01/10/1998	--	--	--	--	--
-42,72638889	-22,72722222	2242118	PONTE DE TANGUÁ	RIO DE JANEIRO	TANGUÁ	ATLÂNTICO, TRECHO LESTE	RIOS MACAÉ, SÃO JOÃO E OUTROS	INSTITUTO ESTADUAL DO AMBIENTE	CIA DE PESQUISA DE RECURSOS MINERAIS	28,48	SIM	NÃO	NÃO	01/12/1998	--	--	--	--	--
-42,4619	-22,3719	2242119	MACAÉ DE CIMA	RIO DE JANEIRO	NOVA FRIBURGO	ATLÂNTICO, TRECHO LESTE	RIOS MACAÉ, SÃO JOÃO E OUTROS	INSTITUTO ESTADUAL DO AMBIENTE	CIA DE PESQUISA DE RECURSOS MINERAIS	870	SIM	SIM	NÃO	01/12/2009	--	01/12/2009	--	--	--
-42,53361111	-22,27861111	2242120	NOVA FRIBURGO	RIO DE JANEIRO	NOVA FRIBURGO	ATLÂNTICO, TRECHO LESTE	RIO PARAÍBA DO SUL	INSTITUTO ESTADUAL DO AMBIENTE	INFOPER	830,5	SIM	NÃO	NÃO	01/11/2008	--	--	--	--	--
-42,97638889	-22,43055556	2242121	TERESÓPOLIS-PAQUEQUER	RIO DE JANEIRO	TERESÓPOLIS	ATLÂNTICO, TRECHO LESTE	RIO PARAÍBA DO SUL	INSTITUTO ESTADUAL DO AMBIENTE	INFOPER	--	SIM	NÃO	NÃO	01/11/2008	--	--	--	--	--
-42,865	-22,2758	2242122	VALE ALPINO	RIO DE JANEIRO	TERESÓPOLIS	ATLÂNTICO, TRECHO LESTE	RIO PARAÍBA DO SUL	COPPE/UFRJ	CIA DE PESQUISA DE RECURSOS MINERAIS	778	SIM	SIM	NÃO	01/05/2007	--	01/05/2007	--	--	--
-42,9269	-22,2775	2242123	PROVIDÊNCIA	RIO DE JANEIRO	TERESÓPOLIS	ATLÂNTICO, TRECHO LESTE	RIO PARAÍBA DO SUL	UERJ/UFF	UERJ/UFF	717	SIM	NÃO	NÃO	01/05/2007	--	--	--	--	--
-42,5211	-22,2269	2242124	CONSELHEIRO PAULINO	RIO DE JANEIRO	NOVA FRIBURGO	ATLÂNTICO, TRECHO LESTE	RIO PARAÍBA DO SUL	INSTITUTO ESTADUAL DO AMBIENTE	CIA DE PESQUISA DE RECURSOS MINERAIS	750	SIM	NÃO	NÃO	01/12/2009	--	--	--	--	--
-42,52694444	-22,29555556	2242125	YPU	RIO DE JANEIRO	NOVA FRIBURGO	ATLÂNTICO, TRECHO LESTE	RIO PARAÍBA DO SUL	INSTITUTO ESTADUAL DO AMBIENTE	INFOPER	--	SIM	NÃO	NÃO	01/11/2008	--	--	--	--	--
-42,54222222	-22,30861111	2242126	OLARIA	RIO DE JANEIRO	NOVA FRIBURGO	ATLÂNTICO, TRECHO LESTE	RIO PARAÍBA DO SUL	INSTITUTO ESTADUAL DO AMBIENTE	INFOPER	7,09	SIM	NÃO	NÃO	01/11/2008	--	--	--	--	--
-42,5725	-22,2681	2242127	SÍTIO SANTA PAULA	RIO DE JANEIRO	NOVA FRIBURGO	ATLÂNTICO, TRECHO LESTE	RIO PARAÍBA DO SUL	INSTITUTO ESTADUAL DO AMBIENTE	INFOPER	--	SIM	NÃO	NÃO	01/11/2008	--	--	--	--	--
-42,3958	-22,5431	2242128	CORRENTEZAS	RIO DE JANEIRO	SILVA JARDIM	ATLÂNTICO, TRECHO LESTE	RIOS MACAÉ, SÃO JOÃO E OUTROS	INSTITUTO ESTADUAL DO AMBIENTE	CIA DE PESQUISA DE RECURSOS MINERAIS	--	SIM	SIM	NÃO	01/11/2009	--	01/11/2009	--	--	--
-42,4011	-22,6422	2242129	PORTAL SILVA JARDIM (PC 02)	RIO DE JANEIRO	SILVA JARDIM	ATLÂNTICO, TRECHO LESTE	RIOS MACAÉ, SÃO JOÃO E OUTROS	INSTITUTO ESTADUAL DO AMBIENTE	CIA DE PESQUISA DE RECURSOS MINERAIS	--	SIM	SIM	NÃO	01/11/2009	--	01/11/2009	--	--	--
-42,3603	-22,7125	2242130	SÍTIO BEIRA RIO	RIO DE JANEIRO	SILVA JARDIM	ATLÂNTICO, TRECHO LESTE	RIOS MACAÉ, SÃO JOÃO E OUTROS	INSTITUTO ESTADUAL DO AMBIENTE	CIA DE PESQUISA DE RECURSOS MINERAIS	--	SIM	NÃO	NÃO	01/11/2009	--	--	--	--	--
-42,9669	-22,9192	2242132	TERESÓPOLIS - MEUDON	RIO DE JANEIRO	TERESÓPOLIS	ATLÂNTICO, TRECHO LESTE	RIO PARAÍBA DO SUL	INSTITUTO ESTADUAL DO AMBIENTE	CIA DE PESQUISA DE RECURSOS MINERAIS	--	SIM	NÃO	NÃO	01/08/2009	--	--	--	--	--
-42,4003	-22,2078	2242136	SÃO JOSÉ DO RIBEIRÃO	RIO DE JANEIRO	BOM JARDIM	ATLÂNTICO, TRECHO LESTE	RIO PARAÍBA DO SUL	INSTITUTO ESTADUAL DO AMBIENTE	INFOPER	--	SIM	NÃO	NÃO	01/04/2012	--	--	--	--	--
-42,5814	-22,2786	2242137	VENDA DAS PEDRAS	RIO DE JANEIRO	NOVA FRIBURGO	ATLÂNTICO, TRECHO LESTE	RIO PARAÍBA DO SUL	INSTITUTO ESTADUAL DO AMBIENTE	INFOPER	--	SIM	NÃO	NÃO	01/11/2011	--	--	--	--	--
-42,9828	-22,8686	2242138	COLUBANDÊ	RIO DE JANEIRO	SÃO GONÇALO	ATLÂNTICO, TRECHO LESTE	RIOS MACAÉ, SÃO JOÃO E OUTROS	INSTITUTO ESTADUAL DO AMBIENTE	INFOPER	--	SIM	NÃO	NÃO	01/05/2012	--	--	--	--	--
-42,9758	-22,4458	2242139	COMARI	RIO DE JANEIRO	TERESÓPOLIS	ATLÂNTICO, TRECHO LESTE	RIOS MACAÉ, SÃO JOÃO E OUTROS	INSTITUTO ESTADUAL DO AMBIENTE	INFOPER	897	SIM	NÃO	NÃO	01/10/2011	--	--	--	--	--
-42,9669	-22,4194	2242140	UNIFESO	RIO DE JANEIRO	BOM JESUS DE ITABAPOANA	ATLÂNTICO, TRECHO LESTE	RIO PARAÍBA DO SUL	INSTITUTO ESTADUAL DO AMBIENTE	INFOPER	881	SIM	NÃO	NÃO	01/11/2011	--	--	--	--	--
-42,52	-22,2286	2242141	CONSELHEIRO PAULINO	RIO DE JANEIRO	NOVA FRIBURGO	ATLÂNTICO, TRECHO LESTE	RIO PARAÍBA DO SUL	INSTITUTO ESTADUAL DO AMBIENTE	INFOPER	843	SIM	NÃO	NÃO	01/11/2008	--	--	--	--	--
-42,5675	-22,2175	2242142	PICO CALEDÔNIA	RIO DE JANEIRO	NOVA FRIBURGO	ATLÂNTICO, TRECHO LESTE	RIO PARAÍBA DO SUL	INSTITUTO ESTADUAL DO AMBIENTE	INFOPER	1587	SIM	NÃO	NÃO	01/11/2008	--	--	--	--	--
-42,5722	-22,2194	2242143	PONTE ESTRADA DONA MARIANA	RIO DE JANEIRO	NOVA FRIBURGO	ATLÂNTICO, TRECHO LESTE	RIO PARAÍBA DO SUL	INSTITUTO ESTADUAL DO AMBIENTE	INFOPER	951	SIM	NÃO	NÃO	01/04/2012	--	--	--	--	--
-42,4731	-22,1775	2242144	BANQUETE	RIO DE JANEIRO	BOM JARDIM	ATLÂNTICO, TRECHO LESTE	RIO PARAÍBA DO SUL	INSTITUTO ESTADUAL DO AMBIENTE	INFOPER	--	SIM	NÃO	NÃO	01/01/2012	--	--	--	--	--
-42,0828	-22,3878	2242145	PONTE DO BAIÃO	RIO DE JANEIRO	MACAÉ	ATLÂNTICO, TRECHO LESTE	RIOS MACAÉ, SÃO JOÃO E OUTROS	INSTITUTO ESTADUAL DO AMBIENTE	INFOPER	--	SIM	NÃO	NÃO	01/02/2010	--	--	--	--	--
-42,3794	-22,3692	2242146	GALDINÓPOLIS	RIO DE JANEIRO	MACAÉ	ATLÂNTICO, TRECHO LESTE	RIOS MACAÉ, SÃO JOÃO E OUTROS	INSTITUTO ESTADUAL DO AMBIENTE	INFOPER	--	SIM	NÃO	NÃO	01/01/2011	--	--	--	--	--
-42,205	-22,3686	2242147	BARRA DO SANA	RIO DE JANEIRO	MACAÉ	ATLÂNTICO, TRECHO LESTE	RIOS MACAÉ, SÃO JOÃO E OUTROS	INSTITUTO ESTADUAL DO AMBIENTE	INFOPER	--	SIM	NÃO	NÃO	01/01/2011	--	--	--	--	--
-42,4625	-22,3725	2242148	MACAÉ DE CIMA	RIO DE JANEIRO	NOVA FRIBURGO	ATLÂNTICO, TRECHO LESTE	RIOS MACAÉ, SÃO JOÃO E OUTROS	INSTITUTO ESTADUAL DO AMBIENTE	INFOPER	--	SIM	NÃO	NÃO	01/04/2012	--	--	--	--	--
-42,3361	-22,4092	2242149	PILLER	RIO DE JANEIRO	NOVA FRIBURGO	ATLÂNTICO, TRECHO LESTE	RIOS MACAÉ, SÃO JOÃO E OUTROS	INSTITUTO ESTADUAL DO AMBIENTE	INFOPER	--	SIM	NÃO	NÃO	01/04/2012	--	--	--	--	--
-42,0514	-22,2333	2242150	GLICÉRIO	RIO DE JANEIRO	MACAÉ	ATLÂNTICO, TRECHO LESTE	RIOS MACAÉ, SÃO JOÃO E OUTROS	INSTITUTO ESTADUAL DO AMBIENTE	INFOPER	--	SIM	NÃO	NÃO	01/02/2012	--	--	--	--	--
-42,9833	-22,8833	2242151	AMPLA RIO D'OURO	RIO DE JANEIRO	NITERÓI	ATLÂNTICO, TRECHO LESTE	RIOS MACAÉ, SÃO JOÃO E OUTROS	INSTITUTO ESTADUAL DO AMBIENTE	INFOPER	--	SIM	NÃO	NÃO	01/01/2013	--	--	--	--	--
-42,7064	-22,73	2242152	BR-101	RIO DE JANEIRO	TANGUÁ	ATLÂNTICO, TRECHO LESTE	RIOS MACAÉ, SÃO JOÃO E OUTROS	INSTITUTO ESTADUAL DO AMBIENTE	INFOPER	--	SIM	NÃO	NÃO	01/01/2013	--	--	--	--	--
-42,7867	-22,7408	2242153	DUQUES	RIO DE JANEIRO	TANGUÁ	ATLÂNTICO, TRECHO LESTE	RIOS MACAÉ, SÃO JOÃO E OUTROS	INSTITUTO ESTADUAL DO AMBIENTE	INFOPER	--	SIM	NÃO	NÃO	01/01/2013	--	--	--	--	--
-42,7278	-22,415	2242154	GUAPIAÇU CASCATAÍ	RIO DE JANEIRO	CACHOEIRAS DE MACACU	ATLÂNTICO, TRECHO LESTE	RIOS MACAÉ, SÃO JOÃO E OUTROS	INSTITUTO ESTADUAL DO AMBIENTE	INFOPER	--	SIM	NÃO	NÃO	01/01/2013	--	--	--	--	--
-42,7186	-22,7567	2242155	HARAS MZC	RIO DE JANEIRO	TANGUÁ	ATLÂNTICO, TRECHO LESTE	RIOS MACAÉ, SÃO JOÃO E OUTROS	INSTITUTO ESTADUAL DO AMBIENTE	INFOPER	--	SIM	NÃO	NÃO	01/01/2013	--	--	--	--	--
-42,8167	-22,7836	2242156	HARAS VITÓRIA	RIO DE JANEIRO	TANGUÁ	ATLÂNTICO, TRECHO LESTE	RIOS MACAÉ, SÃO JOÃO E OUTROS	INSTITUTO ESTADUAL DO AMBIENTE	INFOPER	--	SIM	NÃO	NÃO	01/01/2013	--	--	--	--	--
-42,975	-22,8717	2242157	IPIÍBA	RIO DE JANEIRO	SÃO GONÇALO	ATLÂNTICO, TRECHO LESTE	RIOS MACAÉ, SÃO JOÃO E OUTROS	INSTITUTO ESTADUAL DO AMBIENTE	INFOPER	--	SIM	NÃO	NÃO	01/01/2013	--	--	--	--	--
-42,3467	-22,5394	2242158	JUTURNAIBA	RIO DE JANEIRO	SILVA JARDIM	ATLÂNTICO, TRECHO LESTE	RIOS MACAÉ, SÃO JOÃO E OUTROS	INSTITUTO ESTADUAL DO AMBIENTE	INFOPER	--	SIM	NÃO	NÃO	01/01/2013	--	--	--	--	--
